STATION_ID;POSTAL_CODE_ID;POINT_OF_INTEREST_ID;X_KM_COORD_NU;Y_KM_COORD_NU;N_COORD_NU;E_COORD_NU;HEIGHT_ASL_NU;METHODEN_MS_REGION_ID;METHODEN_MM_REGION_ID;METHODEN_ME_REGION_ID
-1;173500;-1;582769000;178727000;1178727.069;2582768.829;774022;202;210;213
-1;173600;-1;583307000;176748000;1176748.067;2583306.817;850300;202;210;213
-1;173700;-1;585738000;175981000;1175981.058;2585737.819;859303;204;211;214
-1;173800;-1;593212000;174009000;1174009.019;2593211.878;1045596;218;228;231
-1;174000;-1;571628000;179778000;1179778.132;2571627.784;690711;202;210;213
-1;174100;-1;569135000;178129000;1178129.134;2569134.715;730698;202;210;213
-1;174200;-1;568200000;176386000;1176386.180;2568199.703;697320;202;210;213
-1;174400;-1;566471000;177027000;1177027.108;2566470.727;715893;202;210;213
-1;174500;-1;566824000;178760000;1178760.075;2566823.738;720680;202;210;213
-1;174600;-1;567544000;181498000;1181498.100;2567543.753;651753;202;210;213
-1;174700;-1;565953000;180233000;1180233.083;2565952.739;668911;202;210;213
-1;174800;-1;564000000;180086000;1180086.100;2563999.755;671428;202;210;213
-1;174900;-1;562506000;180239000;1180239.126;2562505.756;691461;202;210;213
-1;175200;-1;576383000;182841000;1182841.117;2576382.779;700500;202;210;213
-1;175201;-1;576683000;182539000;1182539.098;2576682.790;685170;202;210;213
-1;175300;-1;573784000;181622000;1181622.113;2573783.799;610138;202;210;213
-1;175400;-1;571347000;181390000;1181390.132;2571346.802;671349;202;210;213
-1;175402;-1;569581000;181697000;1181697.138;2569580.811;668589;202;210;213
-1;175404;-1;571900000;181863000;1181863.131;2571899.804;690611;202;210;213
-1;175405;-1;572506000;181905000;1181905.130;2572505.797;666301;202;210;213
-1;175600;-1;569350000;180458000;1180458.122;2569349.786;726923;202;210;213
-1;175602;-1;568236000;180260000;1180260.089;2568235.748;763943;202;210;213
-1;175700;-1;568698000;183539000;1183539.148;2568697.797;651827;202;210;213
-1;176200;-1;576456000;184806000;1184806.130;2576455.855;633396;202;210;213
-1;176300;-1;577664000;185501000;1185501.127;2577663.860;615211;202;210;213
-1;177200;-1;571465000;186924000;1186924.214;2571464.862;611651;202;210;213
-1;177201;-1;570709000;185637000;1185637.236;2570708.864;652462;202;210;213
-1;177202;-1;569602000;184972000;1184972.252;2569601.867;649756;202;210;213
-1;177300;-1;567682000;186498000;1186498.154;2567681.878;545635;202;210;213
-1;177302;-1;570104000;187533000;1187533.160;2570103.898;525120;202;210;213
-1;177303;-1;566666000;187922000;1187922.237;2566665.903;550420;202;210;213
-1;177400;-1;564864000;185277000;1185277.158;2564863.840;487258;202;210;213
-1;177402;-1;565676000;184138000;1184138.149;2565675.809;560328;202;210;213
-1;177502;-1;564200000;182643000;1182643.137;2564199.751;640242;202;210;213
-1;177503;-1;565193000;181895000;1181895.116;2565192.743;628925;202;210;213
-1;177600;-1;566183000;185324000;1185324.143;2566182.850;569970;202;210;213
-1;178200;-1;574409000;185640000;1185640.154;2574408.847;574150;202;210;213
-1;178202;-1;572500000;184971000;1184971.140;2572499.804;671469;202;210;213
-1;178203;-1;574867000;187043000;1187043.179;2574866.864;609550;202;210;213
-1;178204;-1;575664000;187194000;1187194.173;2575663.872;576262;202;210;213
-1;178205;-1;576914000;187361000;1187361.159;2576913.859;573601;202;210;213
-1;178206;-1;575475000;186268000;1186268.159;2575474.865;586609;202;210;213
-1;178300;-1;576964000;188216000;1188216.154;2576963.861;570444;202;210;213
-1;178304;-1;578589000;189782000;1189782.125;2578588.889;585376;202;210;213
-1;178400;-1;576067000;190270000;1190270.140;2576066.883;565822;202;210;213
-1;178403;-1;575358000;191434000;1191434.141;2575357.913;559617;202;210;213
-1;178500;-1;577526000;194378000;1194378.115;2577525.923;575514;202;210;213
-1;178600;-1;575330000;201376000;1201376.199;2575330.006;430778;202;210;213
-1;178700;-1;572953000;199731000;1199731.187;2572952.975;433755;202;210;213
-1;178701;-1;571461000;199350000;1199350.189;2571460.976;492368;202;210;213
-1;178702;-1;571120000;199190000;1199190.189;2571119.975;475751;202;210;213
-1;178800;-1;574161000;200402000;1200402.189;2574160.982;433968;202;210;213
-1;178900;-1;572281000;200144000;1200144.191;2572280.977;539816;202;210;213
-1;179100;-1;576610000;191185000;1191185.128;2576609.898;599075;202;210;213
-1;179200;-1;578069000;191630000;1191630.133;2578068.911;601622;202;210;213
-1;179202;-1;577303000;192455000;1192455.131;2577302.924;586796;202;210;213
-1;179300;-1;579233000;194759000;1194759.122;2579232.930;548532;202;210;213
-1;179400;-1;578082000;195773000;1195773.147;2578081.930;565211;202;210;213
-1;179500;-1;575079000;193437000;1193437.209;2575078.942;554913;202;210;213
-1;179600;-1;574956000;195393000;1195393.146;2574955.947;468216;202;210;213
-1;179700;-1;576017000;195791000;1195791.154;2576016.943;503092;202;210;213
-1;180000;-1;554383000;145978000;1145978.368;2554382.694;393955;204;211;214
-1;180001;-1;554148000;145973000;1145973.370;2554147.690;383451;204;211;214
-1;180100;-1;553237000;148221000;1148221.380;2553236.668;893801;203;210;213
-1;180200;-1;553037000;146834000;1146834.379;2553036.667;433259;203;210;213
-1;180300;-1;553240000;147551000;1147551.382;2553239.682;612487;203;210;213
-1;180400;-1;554089000;146600000;1146600.371;2554088.694;411812;203;210;213
-1;180500;-1;554294000;147920000;1147920.375;2554293.695;633214;203;210;213
-1;180600;-1;556683000;146852000;1146852.367;2556682.705;549970;204;211;214
-1;180700;-1;558308000;146302000;1146302.344;2558307.674;619365;204;211;214
-1;180800;-1;557039000;150290000;1150290.352;2557038.667;770568;203;210;213
-1;180900;-1;556103000;148277000;1148277.369;2556102.694;554283;203;210;213
-1;181400;-1;555788000;144985000;1144985.351;2555787.704;404613;204;211;214
-1;181500;-1;557924000;143655000;1143655.340;2557923.722;391378;204;211;214
-1;181600;-1;557948000;144648000;1144648.345;2557947.734;474907;204;211;214
-1;181700;-1;558885000;144872000;1144872.351;2558884.705;588004;204;211;214
-1;182000;-1;559540000;142734000;1142734.338;2559539.731;404274;204;211;214
-1;182001;-1;559418000;142785000;1142785.342;2559417.734;387286;204;211;214
-1;182002;-1;559447000;142236000;1142236.327;2559446.729;378169;204;211;214
-1;182005;-1;560505000;141641000;1141641.346;2560504.693;405015;204;211;214
-1;182006;-1;560678000;141083000;1141083.363;2560677.682;404684;204;211;214
-1;182200;-1;559332000;144004000;1144004.350;2559331.732;599316;204;211;214
-1;182300;-1;560608000;142568000;1142568.329;2560607.697;713012;204;211;214
-1;182400;-1;561848000;142589000;1142589.323;2561847.670;1116916;204;211;214
-1;183200;-1;559664000;144483000;1144483.342;2559663.690;770190;204;211;214
-1;183202;-1;560882000;146160000;1146160.352;2560881.641;961702;204;211;214
-1;183300;-1;561866000;144798000;1144798.327;2561865.659;972493;204;211;214
-1;184400;-1;560805000;138459000;1138459.389;2560804.632;376812;204;211;214
-1;184500;-1;559246000;137124000;1137124.374;2559245.593;374712;205;212;214
-1;184600;-1;558097000;133413000;1133413.302;2558096.484;379806;205;212;214
-1;184700;-1;560147000;136373000;1136373.343;2560146.593;378173;205;212;214
-1;185200;-1;560892000;134402000;1134402.301;2560891.568;386140;205;212;214
-1;185300;-1;562695000;131458000;1131458.303;2562694.510;439077;205;212;214
-1;185400;-1;567194000;132579000;1132579.366;2567193.555;1294403;204;211;214
-1;185600;-1;563588000;133500000;1133500.367;2563587.547;973277;204;211;214
-1;186000;-1;563255000;129701000;1129701.251;2563254.488;401401;205;212;214
-1;186200;-1;574027000;138220000;1138220.345;2574026.503;1436112;204;211;214
-1;186202;-1;572512000;135838000;1135838.372;2572511.539;1325296;204;211;214
-1;186300;-1;570091000;134256000;1134256.388;2570090.558;934883;204;211;214
-1;186400;-1;575509000;133857000;1133857.391;2575508.559;1126737;204;211;214
-1;186500;-1;578454000;133286000;1133286.409;2578453.592;1177473;204;211;214
-1;186600;-1;571444000;133241000;1133241.389;2571443.555;1277919;204;211;214
-1;186700;-1;566051000;126825000;1126825.253;2566050.493;437879;204;211;214
-1;186702;-1;564420000;126677000;1126677.260;2564419.484;415421;204;211;214
-1;186703;-1;567452000;129166000;1129166.314;2567451.519;997230;204;211;214
-1;186800;-1;561975000;124630000;1124630.253;2561974.372;389899;205;212;214
-1;186900;-1;565001000;121531000;1121531.264;2565000.445;397483;205;212;214
-1;187000;-1;562413000;122741000;1122741.265;2562412.386;410998;205;212;214
-1;187001;-1;562616000;122838000;1122838.261;2562615.387;406249;205;212;214
-1;187002;-1;562088000;122573000;1122573.277;2562087.390;418354;205;212;214
-1;187100;-1;562474000;121295000;1121295.286;2562473.407;578986;205;212;214
-1;187102;-1;562679000;120110000;1120110.289;2562678.419;968209;205;212;214
-1;187200;-1;560190000;120471000;1120471.338;2560189.440;766039;205;212;214
-1;187300;-1;557754000;116865000;1116865.319;2557753.497;960126;205;212;214
-1;187302;-1;555700000;117606000;1117606.323;2555699.488;1593056;205;212;214
-1;187303;-1;553613000;115120000;1115120.378;2553612.524;1666637;205;212;214
-1;187400;-1;555996000;114023000;1114023.358;2555995.580;1051689;205;212;214
-1;187500;-1;555155000;120908000;1120908.303;2555154.384;1316362;205;212;214
-1;188000;-1;567110000;122213000;1122213.277;2567109.438;423942;204;211;214
-1;188002;-1;571357000;123527000;1123527.258;2571356.571;813042;204;211;214
-1;188003;-1;568384000;124644000;1124644.261;2568383.554;721865;204;211;214
-1;188004;-1;573245000;122878000;1122878.258;2573244.567;1081960;204;211;214
-1;188005;-1;569813000;124466000;1124466.255;2569812.590;947983;204;211;214
-1;188200;-1;571612000;125299000;1125299.271;2571611.595;1163449;204;211;214
-1;188400;-1;570498000;127399000;1127399.324;2570497.587;1263876;204;211;214
-1;188402;-1;571048000;126658000;1126658.290;2571047.604;1222452;204;211;214
-1;188403;-1;568246000;126777000;1126777.305;2568245.564;1017970;204;211;214
-1;188500;-1;569565000;127840000;1127840.343;2569564.570;1209331;204;211;214
-1;189000;-1;566575000;117829000;1117829.269;2566574.414;418499;205;212;214
-1;189001;-1;566097000;114881000;1114881.360;2566096.399;1106120;205;212;214
-1;189111;-1;565054000;118008000;1118008.272;2565053.401;831075;205;212;214
-1;189200;-1;567364000;118850000;1118850.243;2567363.445;433744;204;211;214
-1;189201;-1;567392000;117195000;1117195.296;2567391.404;415201;204;211;214
-1;189202;-1;568888000;117563000;1117563.328;2568887.420;1154690;204;211;214
-1;189300;-1;560705000;126075000;1126075.235;2560704.394;387891;205;212;214
-1;189500;-1;558669000;129005000;1129005.246;2558668.478;391569;205;212;214
-1;189600;-1;557760000;131890000;1131890.310;2557759.451;393071;205;212;214
-1;189602;-1;555735000;132017000;1132017.091;2555734.532;978075;205;212;214
-1;189700;-1;555449000;136996000;1136996.385;2555448.488;373808;205;212;214
-1;189703;-1;556741000;134769000;1134769.283;2556740.398;383312;205;212;214
-1;189800;-1;551932000;137681000;1137681.329;2551931.344;464660;205;212;214
-1;189900;-1;556285000;129513000;1129513.312;2556284.458;1111536;205;212;214
-1;190200;-1;567899000;114074000;1114074.317;2567898.334;471705;205;212;214
-1;190300;-1;568730000;113370000;1113370.319;2568729.349;454651;205;212;214
-1;190400;-1;569179000;109489000;1109489.217;2569178.236;452511;205;212;214
-1;190500;-1;569508000;110905000;1110905.244;2569507.305;449885;205;212;214
-1;190600;-1;576297000;108135000;1108135.251;2576296.234;459799;206;212;214
-1;190700;-1;579746000;110960000;1110960.109;2579745.328;468775;206;212;214
-1;190800;-1;583276000;113493000;1113493.091;2583275.421;490955;206;212;214
-1;191100;-1;579302000;116631000;1116631.171;2579301.390;1281420;207;212;214
-1;191102;-1;580480000;117266000;1117266.192;2580479.381;1206808;207;212;214
-1;191200;-1;582215000;114948000;1114948.163;2582214.372;485948;207;212;214
-1;191202;-1;581092000;115070000;1115070.153;2581091.380;686012;207;212;214
-1;191203;-1;580919000;115420000;1115420.161;2580918.383;775116;207;212;214
-1;191204;-1;580151000;115272000;1115272.146;2580150.380;1011863;207;212;214
-1;191300;-1;580813000;113362000;1113362.103;2580812.366;466138;207;212;214
-1;191400;-1;585077000;112287000;1112287.022;2585076.429;1133205;206;212;214
-1;191402;-1;584873000;111449000;1111449.009;2584872.399;1098849;206;212;214
-1;191800;-1;584322000;110372000;1110372.030;2584321.393;1493703;206;212;214
-1;192000;-1;571760000;105670000;1105670.191;2571759.222;470901;205;212;214
-1;192001;-1;571966000;105840000;1105840.193;2571965.228;468973;205;212;214
-1;192002;-1;571087000;104594000;1104594.244;2571086.183;486154;205;212;214
-1;192100;-1;570153000;103857000;1103857.189;2570152.204;529210;208;212;214
-1;192200;-1;567593000;107594000;1107594.294;2567592.261;918530;205;212;214
-1;192201;-1;567794000;108513000;1108513.279;2567793.282;1049801;205;212;214
-1;192300;-1;566766000;106819000;1106819.310;2566765.277;1088951;205;212;214
-1;192302;-1;565962000;105673000;1105673.309;2565961.250;1011333;205;212;214
-1;192500;-1;564113000;103422000;1103422.337;2564112.221;1189600;205;212;214
-1;192501;-1;562714000;100898000;1100898.375;2562713.202;1144750;205;212;214
-1;192600;-1;575199000;109772000;1109772.396;2575198.325;463656;207;212;214
-1;192700;-1;573149000;104309000;1104309.165;2573148.234;1081925;205;212;214
-1;192800;-1;569834000;105214000;1105214.206;2569833.311;1040709;208;212;214
-1;192900;-1;565498000;100577000;1100577.349;2565497.202;1311594;208;212;214
-1;193200;-1;572784000;103098000;1103098.101;2572783.207;643053;208;212;214
-1;193202;-1;571597000;102645000;1102645.104;2571596.164;626989;208;212;214
-1;193300;-1;577564000;103005000;1103005.120;2577563.332;714133;208;212;214
-1;193302;-1;575845000;104108000;1104108.166;2575844.341;1120888;208;212;214
-1;193303;-1;578004000;101033000;1101033.130;2578003.268;913823;208;212;214
-1;193304;-1;577405000;101606000;1101606.137;2577404.287;900226;208;212;214
-1;193400;-1;582749000;103117000;1103117.087;2582748.369;833881;208;212;214
-1;193401;-1;582899000;101782000;1101782.070;2582898.357;1031767;208;212;214
-1;193600;-1;583561000;105054000;1105054.097;2583560.387;1481182;208;212;214
-1;193700;-1;577129000;97407000;1097407.127;2577128.224;903493;208;212;214
-1;193800;-1;574999000;97684000;1097684.161;2574998.151;1467243;208;212;214
-1;194100;-1;579079000;103907000;1103907.063;2579078.379;825427;208;212;214
-1;194102;-1;579778000;104472000;1104472.109;2579777.348;934645;208;212;214
-1;194200;-1;578657000;105241000;1105241.080;2578656.351;1302297;208;212;214
-1;194300;-1;575574000;93008000;1093008.264;2575572.989;1168095;208;212;214
-1;194400;-1;573686000;86633000;1086633.293;2573685.033;1642713;208;212;214
-1;194500;-1;580412000;93407000;1093407.059;2580411.163;1342583;208;212;214
-1;194502;-1;579467000;94917000;1094917.163;2579466.208;1272026;208;212;214
-1;194503;-1;579015000;95459000;1095459.141;2579014.233;1146183;208;212;214
-1;194504;-1;580048000;93104000;1093104.068;2580047.176;1258499;208;212;214
-1;194505;-1;580018000;94777000;1094777.145;2580017.202;1451039;208;212;214
-1;194506;-1;579219000;95072000;1095072.166;2579218.213;1222488;208;212;214
-1;194507;-1;578688000;95288000;1095288.157;2578687.207;1208970;208;212;214
-1;194508;-1;579040000;94793000;1094793.174;2579039.196;1138329;208;212;214
-1;194509;-1;578915000;93909000;1093909.136;2578914.155;1429501;208;212;214
-1;194510;-1;580951000;92386000;1092386.099;2580950.192;1382241;208;212;214
-1;194511;-1;579873000;92836000;1092836.101;2579872.171;1363672;208;212;214
-1;194512;-1;578917000;93595000;1093595.120;2578916.143;1410520;208;212;214
-1;194600;-1;582020000;88343000;1088343.119;2582019.125;1616244;208;212;214
-1;194700;-1;583956000;101633000;1101633.057;2583955.370;884930;208;212;214
-1;194705;-1;584878000;100665000;1100665.038;2584877.375;900175;208;212;214
-1;194800;-1;586456000;100084000;1100084.026;2586455.369;1065025;208;212;214
-1;194801;-1;589949000;97836000;1097836.033;2589948.357;1497788;208;212;214
-1;194802;-1;585460000;101292000;1101292.040;2585459.380;1238994;208;212;214
-1;195000;-1;593845000;119910000;1119910.021;2593844.475;503871;206;212;214
-1;195002;-1;593912000;120444000;1120444.025;2593911.478;525934;206;212;214
-1;195004;-1;594987000;119569000;1119569.022;2594986.462;488740;206;212;214
-1;195100;-1;593769000;119583000;1119583.019;2593768.473;488883;206;212;214
-1;195500;-1;583431000;116788000;1116788.190;2583430.392;644514;207;212;214
-1;195502;-1;581897000;117736000;1117736.215;2581896.373;882022;207;212;214
-1;195503;-1;583380000;117788000;1117788.194;2583379.385;900092;207;212;214
-1;195504;-1;582829000;117425000;1117425.204;2582828.381;737966;207;212;214
-1;195505;-1;584386000;115642000;1115642.112;2584385.424;518587;207;212;214
-1;195700;-1;586011000;117567000;1117567.152;2586010.405;485157;207;212;214
-1;195800;-1;598732000;122450000;1122450.003;2598731.481;502774;206;212;214
-1;195802;-1;598093000;121995000;1121995.014;2598092.481;499212;206;212;214
-1;196100;-1;599499000;117736000;1117735.862;2599498.256;1309733;206;212;214
-1;196200;-1;590420000;119133000;1119133.053;2590419.427;498860;206;212;214
-1;196300;-1;587632000;118926000;1118926.126;2587631.400;479133;207;212;214
-1;196400;-1;589545000;118975000;1118975.063;2589544.379;491084;207;212;214
-1;196500;-1;592847000;122131000;1122131.060;2592846.444;836115;207;212;214
-1;196600;-1;597503000;125038000;1125038.040;2597502.533;982133;207;212;214
-1;196602;-1;598242000;126138000;1126138.030;2598241.523;1035342;207;212;214
-1;196603;-1;598539000;125853000;1125853.044;2598538.568;951526;207;212;214
-1;196604;-1;597954000;125785000;1125785.032;2597953.523;1031038;207;212;214
-1;196605;-1;597556000;125419000;1125419.016;2597555.555;1053534;207;212;214
-1;196606;-1;598160000;124992000;1124992.028;2598159.507;892109;207;212;214
-1;196607;-1;597867000;124872000;1124872.038;2597866.523;900958;207;212;214
-1;196608;-1;597517000;125043000;1125043.039;2597516.532;981490;207;212;214
-1;196609;-1;596962000;124542000;1124542.033;2596961.571;986046;207;212;214
-1;196610;-1;596931000;123464000;1123464.042;2596930.511;814734;207;212;214
-1;196611;-1;597189000;122916000;1122916.002;2597188.484;721142;207;212;214
-1;196700;-1;597052000;119924000;1119923.975;2597051.468;507435;206;212;214
-1;196800;-1;599637000;115966000;1115965.816;2599636.361;1360802;206;212;214
-1;196900;-1;600205000;113731000;1113730.807;2600204.383;1407562;208;212;214
-1;196902;-1;600972000;112334000;1112333.809;2600971.419;1284081;208;212;214
-1;196903;-1;601000000;112967000;1112966.812;2600999.417;1490564;208;212;214
-1;196904;-1;599905000;114475000;1114474.807;2599904.368;1452351;208;212;214
-1;196905;-1;602286000;111264000;1111263.841;2602285.447;1653713;208;212;214
-1;197100;-1;595895000;123116000;1123116.040;2595894.483;870414;206;212;214
-1;197102;-1;594916000;121652000;1121652.050;2594915.504;705471;206;212;214
-1;197200;-1;596897000;127251000;1127251.075;2596896.510;1507051;207;212;214
-1;197300;-1;599198000;119606000;1119606.030;2599197.367;1274596;206;212;214
-1;197400;-1;595798000;124727000;1124727.162;2595797.473;1155091;207;212;214
-1;197500;-1;589712000;120718000;1120718.017;2589711.461;604434;207;212;214
-1;197600;-1;588753000;120928000;1120928.140;2588752.431;804682;207;212;214
-1;197601;-1;587120000;120541000;1120541.188;2587119.433;927802;207;212;214
-1;197602;-1;589810000;122746000;1122746.178;2589809.440;921533;207;212;214
-1;197700;-1;600001000;126552000;1126552.008;2600000.496;1021220;207;212;214
-1;197800;-1;600719000;125509000;1125508.996;2600718.433;1139715;207;212;214
-1;198100;-1;596934000;117657000;1117656.972;2596933.400;932998;206;212;214
-1;198200;-1;599296000;112875000;1112874.796;2599295.354;1036358;208;212;214
-1;198300;-1;604437000;106752000;1106751.701;2604436.434;1365733;208;212;214
-1;198302;-1;603148000;107694000;1107693.739;2603147.433;1403593;208;212;214
-1;198400;-1;605431000;103527000;1103526.657;2605430.407;1442222;208;212;214
-1;198401;-1;605180000;105143000;1105142.674;2605179.443;1409190;208;212;214
-1;198500;-1;605884000;105152000;1105151.726;2605883.365;1645745;208;212;214
-1;198501;-1;606281000;103810000;1103809.650;2606280.412;1722490;208;212;214
-1;198502;-1;605701000;106126000;1106125.754;2605700.372;1739195;208;212;214
-1;198600;-1;603418000;97639000;1097638.830;2603417.264;1992182;208;212;214
-1;198700;-1;597197000;113842000;1113841.861;2597196.405;1248802;208;212;214
-1;198801;-1;595015000;114546000;1114545.892;2595014.389;2062128;206;212;214
-1;198802;-1;595924000;114648000;1114647.875;2595923.368;1803422;206;212;214
-1;199100;-1;593580000;117580000;1117580.080;2593579.420;857160;206;212;214
-1;199102;-1;592968000;117765000;1117765.089;2592967.429;678677;206;212;214
-1;199103;-1;593447000;117815000;1117815.098;2593446.419;748710;206;212;214
-1;199104;-1;593730000;118341000;1118341.086;2593729.423;610807;206;212;214
-1;199105;-1;592858000;117346000;1117346.072;2592857.441;832698;206;212;214
-1;199200;-1;595182000;117487000;1117487.065;2595181.368;1138924;206;212;214
-1;199201;-1;595746000;116527000;1116526.990;2595745.358;1431826;206;212;214
-1;199202;-1;594909000;117692000;1117692.085;2594908.372;1025361;206;212;214
-1;199203;-1;594842000;117802000;1117802.091;2594841.376;979763;206;212;214
-1;199300;-1;592246000;115948000;1115948.031;2592245.463;1292464;206;212;214
-1;199302;-1;592136000;114968000;1114967.978;2592135.441;1283526;206;212;214
-1;199402;-1;590275000;117211000;1117210.980;2590274.445;483244;206;212;214
-1;199600;-1;590153000;115544000;1115544.001;2590152.507;1003408;206;212;214
-1;199601;-1;587049000;115064000;1115064.100;2587048.410;811103;206;212;214
-1;199602;-1;587592000;115963000;1115963.149;2587591.410;559918;206;212;214
-1;199603;-1;585871000;113913000;1113913.091;2585870.416;1088252;206;212;214
-1;199604;-1;590674000;113826000;1113826.003;2590673.429;1239499;206;212;214
-1;199605;-1;591531000;116977000;1116977.037;2591530.457;720566;206;212;214
-1;199606;-1;591190000;114467000;1114466.961;2591189.445;973665;206;212;214
-1;199607;-1;591323000;115527000;1115526.972;2591322.492;896745;206;212;214
-1;199700;-1;588758000;114583000;1114583.154;2588757.360;1332458;206;212;214
-1;199701;-1;590600000;109277000;1109277.070;2590599.365;1729854;206;212;214
-1;199702;-1;589490000;115216000;1115216.046;2589489.479;1179442;206;212;214
-1;200000;-1;561233000;204995000;1204995.438;2561232.768;481047;202;210;213
-1;200101;-1;561470000;204564000;1204564.413;2561469.777;432855;202;210;213
-1;200201;-1;561833000;205151000;1205151.446;2561832.780;471828;202;210;213
-1;201200;-1;557374000;203165000;1203165.409;2557373.772;455981;202;210;213
-1;201300;-1;555865000;201899000;1201899.398;2555864.751;453737;202;210;213
-1;201400;-1;554437000;202008000;1202008.398;2554436.740;530132;202;210;213
-1;201500;-1;555405000;200390000;1200390.329;2555404.731;437259;202;210;213
-1;201600;-1;554974000;199543000;1199543.343;2554973.744;497537;202;210;213
-1;201700;-1;553916000;200455000;1200455.379;2553915.707;453517;202;210;213
-1;201900;-1;552148000;203317000;1203317.427;2552147.737;771569;201;209;213
-1;201902;-1;552572000;202496000;1202496.404;2552571.734;698558;201;209;213
-1;202200;-1;552470000;198023000;1198023.351;2552469.688;484150;202;210;213
-1;202300;-1;549693000;194779000;1194779.426;2549692.695;503476;202;210;213
-1;202400;-1;549439000;194019000;1194019.463;2549438.650;463963;202;210;213
-1;202500;-1;550578000;195054000;1195054.434;2550577.698;452322;202;210;213
-1;202702;-1;547153000;194520000;1194520.466;2547152.615;687601;202;210;213
-1;202703;-1;547237000;193289000;1193289.443;2547236.623;615667;202;210;213
-1;202800;-1;547803000;192092000;1192092.401;2547802.648;499521;202;210;213
-1;203400;-1;558356000;204156000;1204156.398;2558355.771;541458;202;210;213
-1;203500;-1;557130000;203923000;1203923.413;2557129.781;567732;202;210;213
-1;203600;-1;556793000;203625000;1203625.418;2556792.781;543893;202;210;213
-1;203700;-1;555019000;204910000;1204910.399;2555018.773;767799;201;209;213
-1;203702;-1;554211000;204100000;1204100.413;2554210.764;757579;201;209;213
-1;204200;-1;559461000;207464000;1207464.465;2559460.803;657146;201;209;213
-1;204300;-1;557881000;208831000;1208831.485;2557880.798;767730;201;209;213
-1;204600;-1;559103000;210446000;1210446.504;2559102.773;768432;201;209;213
-1;205200;-1;558167000;211810000;1211810.480;2558166.819;881707;201;209;213
-1;205202;-1;556578000;212724000;1212724.526;2556577.778;1264894;201;209;213
-1;205300;-1;559169000;212232000;1212232.482;2559168.801;830015;201;209;213
-1;205400;-1;560767000;212731000;1212731.450;2560766.805;763808;201;209;213
-1;205402;-1;562156000;215667000;1215667.579;2562155.877;962053;201;209;213
-1;205600;-1;563510000;213477000;1213477.490;2563509.821;739129;201;209;213
-1;205700;-1;564404000;213787000;1213787.493;2564403.837;759396;201;209;213
-1;205800;-1;565472000;216904000;1216904.598;2565471.888;951077;201;209;213
-1;206300;-1;561181000;209111000;1209111.486;2561180.740;751022;201;209;213
-1;206302;-1;560758000;209841000;1209841.481;2560757.743;728610;201;209;213
-1;206303;-1;560728000;208367000;1208367.518;2560727.749;757225;201;209;213
-1;206304;-1;562051000;209800000;1209800.462;2562050.747;789082;201;209;213
-1;206500;-1;563174000;211046000;1211046.460;2563173.802;749938;201;209;213
-1;206700;-1;563798000;209305000;1209305.436;2563797.745;1156842;201;209;213
-1;206800;-1;564594000;206987000;1206987.444;2564593.800;491152;202;210;213
-1;207200;-1;565646000;207124000;1207124.461;2565645.866;444463;202;210;213
-1;207300;-1;567793000;212166000;1212166.504;2567792.973;845936;202;210;213
-1;207400;-1;567013000;206566000;1206566.424;2567012.926;455038;202;210;213
-1;207402;-1;567315000;206887000;1206887.439;2567314.930;458231;202;210;213
-1;207501;-1;568853000;207898000;1207898.477;2568852.994;434861;202;210;213
-1;207502;-1;568194000;208232000;1208232.499;2568193.940;474961;202;210;213
-1;208700;-1;567903000;209628000;1209628.528;2567902.959;452675;202;210;213
-1;208800;-1;569170000;210951000;1210951.540;2569170.028;443076;202;210;213
-1;210300;-1;545593000;200779000;1200779.385;2545592.598;729986;201;209;213
-1;210500;-1;541848000;199130000;1199130.354;2541847.565;739683;201;209;213
-1;210800;-1;538557000;197341000;1197341.385;2538556.646;740264;201;209;213
-1;211200;-1;537044000;195762000;1195762.468;2537043.747;737030;201;209;213
-1;211300;-1;536139000;196525000;1196525.375;2536138.714;735973;201;209;213
-1;211400;-1;534803000;195031000;1195031.434;2534802.719;742038;201;209;213
-1;211500;-1;532353000;193365000;1193365.446;2532352.801;772103;201;209;213
-1;211600;-1;529690000;192843000;1192843.407;2529689.828;1079332;201;209;213
-1;211700;-1;527475000;191070000;1191070.441;2527474.844;1051915;201;209;213
-1;212300;-1;533325000;195783000;1195783.386;2533324.769;749705;201;209;213
-1;212400;-1;535784000;198363000;1198363.323;2535783.731;1098123;201;209;213
-1;212600;-1;526989000;195364000;1195364.392;2526988.848;932394;201;209;213
-1;212700;-1;530051000;196722000;1196722.361;2530050.832;1004723;201;209;213
-1;214900;-1;549303000;201205000;1201205.389;2549302.660;655972;201;209;213
-1;214902;-1;548876000;201428000;1201428.389;2548875.646;836795;201;209;213
-1;214903;-1;547446000;200807000;1200807.377;2547445.615;866902;201;209;213
-1;220600;-1;555352000;207294000;1207294.455;2555351.774;858402;201;209;213
-1;220700;-1;556076000;206659000;1206659.456;2556075.776;804321;201;209;213
-1;220800;-1;557056000;210900000;1210900.509;2557055.846;973161;201;209;213
-1;230000;-1;553417000;216760000;1216760.620;2553416.792;991645;201;209;213
-1;230008;-1;557569000;219032000;1219032.722;2557568.891;1006833;201;209;213
-1;230101;-1;553390000;216658000;1216658.617;2553389.792;991713;201;209;213
-1;230300;-1;553912000;217654000;1217654.638;2553911.802;998070;201;209;213
