STATION_ID;POSTAL_CODE_ID;POINT_OF_INTEREST_ID;X_KM_COORD_NU;Y_KM_COORD_NU;N_COORD_NU;E_COORD_NU;HEIGHT_ASL_NU;METHODEN_MS_REGION_ID;METHODEN_MM_REGION_ID;METHODEN_ME_REGION_ID
-1;401600;-1;612681000;268534000;1268534.588;2612681.520;256462;215;226;230
-1;401800;-1;611920000;265704000;1265704.558;2611920.502;281891;215;226;230
-1;401900;-1;611672000;270072000;1270072.561;2611672.489;249001;215;226;230
-1;402000;-1;612693000;266529000;1266529.568;2612693.515;271471;215;226;230
-1;403000;-1;607034000;271522000;1271522.572;2607034.577;268362;215;226;230
-1;403100;-1;610736000;267892000;1267892.565;2610736.481;263422;215;226;230
-1;405100;-1;611077000;267028000;1267028.567;2611077.482;273204;215;226;230
-1;405200;-1;612985000;266490000;1266490.571;2612985.526;271339;215;226;230
-1;405300;-1;611682000;265700000;1265700.560;2611682.498;282455;215;226;230
-1;405400;-1;609924000;266640000;1266640.577;2609924.475;278439;215;226;230
-1;405500;-1;609828000;267794000;1267794.581;2609828.477;275225;215;226;230
-1;405600;-1;610255000;268651000;1268651.561;2610255.480;259660;215;226;230
-1;405700;-1;611579000;268958000;1268958.574;2611579.496;253506;215;226;230
-1;405800;-1;612488000;268311000;1268311.584;2612488.513;256597;215;226;230
-1;405900;-1;611741000;264677000;1264677.550;2611741.505;344928;215;226;230
-1;410100;-1;610656000;264146000;1264146.550;2610656.491;350106;215;226;230
-1;410200;-1;609879000;265107000;1265107.562;2609879.479;308696;215;226;230
-1;410201;-1;610187000;265694000;1265694.566;2610187.479;287478;215;226;230
-1;410300;-1;610097000;263815000;1263815.553;2610097.483;294058;215;226;230
-1;410400;-1;609062000;262763000;1262763.548;2609062.465;300900;215;226;230
-1;410500;-1;606603000;261667000;1261667.544;2606603.418;310174;215;226;230
-1;410600;-1;608718000;261168000;1261168.528;2608718.445;304217;215;226;230
-1;410700;-1;608124000;259229000;1259229.502;2608124.424;326061;215;226;230
-1;410800;-1;606345000;259540000;1259540.510;2606345.415;340384;215;226;230
-1;411200;-1;604606000;259816000;1259816.518;2604606.409;376733;215;226;230
-1;411201;-1;605053000;259893000;1259893.518;2605053.411;367274;215;226;230
-1;411202;-1;604502000;259462000;1259462.517;2604502.410;387346;215;226;230
-1;411400;-1;605754000;258346000;1258346.505;2605754.415;460799;215;226;230
-1;411500;-1;603759000;258348000;1258348.514;2603759.410;515468;215;226;230
-1;411600;-1;602127000;257125000;1257125.501;2602127.403;549506;215;226;230
-1;411700;-1;600094000;256377000;1256377.496;2600094.405;499519;215;226;230
-1;411800;-1;601387000;258852000;1258852.511;2601387.397;381411;215;226;230
-1;412300;-1;608298000;266924000;1266924.594;2608298.461;277510;215;226;230
-1;412301;-1;608046000;266888000;1266888.595;2608046.459;278927;215;226;230
-1;412400;-1;604934000;265262000;1265262.603;2604934.436;361507;215;226;230
-1;412500;-1;615615000;270004000;1270004.622;2615615.582;277125;215;226;230
-1;412501;-1;616042000;270314000;1270314.632;2616042.590;283487;215;226;230
-1;412600;-1;617211000;268915000;1268915.592;2617211.620;396068;215;226;230
-1;412700;-1;614140000;267093000;1267093.582;2614140.562;257407;215;226;230
-1;413200;-1;615268000;264336000;1264336.538;2615268.550;282670;215;226;230
-1;413201;-1;615751000;264009000;1264009.528;2615751.554;286357;215;226;230
-1;413300;-1;619456000;263674000;1263674.504;2619456.608;290090;215;226;230
-1;413301;-1;619032000;263183000;1263183.500;2619032.595;290406;215;226;230
-1;414200;-1;613140000;263519000;1263519.538;2613140.520;285670;215;226;230
-1;414201;-1;612686000;263368000;1263368.539;2612686.511;288927;215;226;230
-1;414300;-1;613140000;259010000;1259010.486;2613140.495;311348;215;226;230
-1;414400;-1;613412000;260591000;1260591.500;2613412.502;318499;215;226;230
-1;414500;-1;616662000;258338000;1258338.464;2616662.504;677063;215;226;230
-1;414600;-1;615374000;256115000;1256115.447;2615374.489;629586;215;226;230
-1;414700;-1;612045000;258215000;1258215.483;2612045.479;311257;215;226;230
-1;414800;-1;611422000;256525000;1256525.468;2611422.471;384983;215;226;230
-1;415300;-1;611819000;260781000;1260781.511;2611819.485;299218;215;226;230
-1;415301;-1;611684000;260274000;1260274.506;2611684.482;302008;215;226;230
-1;420200;-1;612603000;255833000;1255833.456;2612603.486;333035;215;226;230
-1;420300;-1;611143000;254485000;1254485.449;2611143.481;324064;215;226;230
-1;420400;-1;611675000;252387000;1252387.420;2611675.487;644396;215;226;230
-1;420600;-1;616566000;253803000;1253803.413;2616566.483;545729;215;226;230
-1;420700;-1;616064000;249699000;1249699.373;2616064.472;634825;215;226;230
-1;420800;-1;613477000;249371000;1249371.388;2613477.483;617757;215;226;230
-1;422200;-1;607081000;254064000;1254064.468;2607081.446;342365;215;226;230
-1;422300;-1;606092000;255474000;1255474.478;2606092.428;526747;215;226;230
-1;422400;-1;609150000;255109000;1255109.466;2609150.455;430884;215;226;230
-1;422500;-1;607795000;252108000;1252108.451;2607795.466;368281;215;226;230
-1;422600;-1;608002000;250621000;1250621.438;2608002.467;394605;215;226;230
-1;422700;-1;607728000;249223000;1249223.438;2607728.460;416883;215;226;230
-1;422800;-1;607749000;247020000;1247020.414;2607749.452;451379;215;226;230
-1;422900;-1;612037000;245690000;1245690.356;2612037.461;623506;215;226;230
-1;423200;-1;610645000;249560000;1249560.410;2610645.477;593185;215;226;230
-1;423300;-1;611432000;248560000;1248560.394;2611432.474;590166;215;226;230
-1;423400;-1;612348000;248878000;1248878.394;2612348.475;615940;215;226;230
-1;424200;-1;604754000;252120000;1252120.469;2604754.448;351518;215;226;230
-1;424300;-1;604879000;253845000;1253845.477;2604879.436;378843;215;226;230
-1;424400;-1;602795000;252738000;1252738.473;2602795.432;453372;215;226;230
-1;424500;-1;598338000;252752000;1252752.478;2598338.416;420314;215;226;230
-1;424600;-1;605787000;250141000;1250141.458;2605787.462;407139;215;226;230
-1;424700;-1;604924000;247841000;1247841.431;2604924.450;568044;215;226;230
-1;425200;-1;602568000;248436000;1248436.454;2602568.432;544485;215;226;230
-1;425201;-1;602561000;247925000;1247925.450;2602561.431;467377;215;226;230
-1;425300;-1;599146000;249595000;1249595.459;2599146.410;387822;215;226;230
-1;425400;-1;599384000;250265000;1250265.462;2599384.413;509818;215;226;230
-1;430200;-1;620815000;264993000;1264993.499;2620815.627;270403;215;226;230
-1;430300;-1;621982000;265044000;1265044.497;2621982.626;293130;215;226;230
-1;430303;-1;621952000;264959000;1264959.497;2621952.625;293306;215;226;230
-1;430400;-1;623007000;263740000;1263740.485;2623007.615;316315;215;226;230
-1;430500;-1;625952000;263475000;1263475.466;2625952.613;382911;215;226;230
-1;431000;-1;626097000;266793000;1266793.473;2626097.649;275971;215;226;230
-1;431001;-1;626805000;266998000;1266998.466;2626805.653;280496;215;226;230
-1;431200;-1;628181000;264035000;1264035.439;2628181.638;329577;215;226;230
-1;431300;-1;630311000;267964000;1267964.452;2630311.689;307152;215;226;230
-1;431400;-1;632575000;265917000;1265917.411;2632575.674;337800;215;226;230
-1;431500;-1;634668000;263947000;1263947.363;2634668.699;375949;215;226;230
-1;431600;-1;636464000;262187000;1262187.320;2636464.701;414992;215;226;230
-1;431700;-1;637132000;260891000;1260891.307;2637132.693;436390;215;226;230
-1;432200;-1;636304000;266340000;1266340.359;2636304.720;284114;215;226;230
-1;432300;-1;634975000;267742000;1267742.379;2634975.708;287701;215;226;230
-1;432400;-1;637400000;264614000;1264614.341;2637400.713;369023;215;226;230
-1;432500;-1;639663000;262738000;1262738.318;2639663.716;446138;215;226;230
-1;433200;-1;638796000;266187000;1266187.342;2638796.719;299728;215;226;230
-1;433300;-1;639653000;265529000;1265529.334;2639653.723;328767;215;226;230
-1;433400;-1;641583000;267056000;1267056.334;2641583.750;304804;215;226;230
-1;440200;-1;620986000;261614000;1261614.477;2620986.573;334342;215;226;230
-1;441000;-1;622208000;259430000;1259430.454;2622208.552;315542;215;226;230
-1;441100;-1;621111000;256734000;1256734.418;2621111.520;498453;215;226;230
-1;441200;-1;619203000;257816000;1257816.448;2619203.517;487280;215;226;230
-1;441300;-1;617579000;255404000;1255404.425;2617579.496;439697;215;226;230
-1;441400;-1;621545000;261661000;1261661.475;2621545.575;291789;215;226;230
-1;441500;-1;624089000;257923000;1257923.407;2624089.552;339126;215;226;230
-1;441600;-1;622618000;255635000;1255635.383;2622618.524;370285;215;226;230
-1;441700;-1;620247000;253456000;1253456.375;2620247.496;422026;215;226;230
-1;441800;-1;619032000;249655000;1249655.349;2619032.488;508488;215;226;230
-1;441900;-1;619215000;255053000;1255053.408;2619215.500;438805;215;226;230
-1;442100;-1;618983000;256694000;1256694.431;2618983.509;492981;215;226;230
-1;442200;-1;624670000;262142000;1262142.466;2624670.592;357292;215;226;230
-1;442300;-1;625970000;260263000;1260263.423;2625970.582;513292;215;226;230
-1;442400;-1;621038000;251645000;1251645.355;2621038.507;624872;215;226;230
-1;442500;-1;620972000;250204000;1250204.341;2620972.504;666603;215;226;230
-1;442600;-1;617930000;248785000;1248785.350;2617930.488;635223;215;226;230
-1;443100;-1;625872000;250414000;1250414.296;2625872.515;511825;215;226;230
-1;443200;-1;624165000;252849000;1252849.338;2624165.515;515341;215;226;230
-1;443300;-1;624579000;255449000;1255449.359;2624579.535;492906;215;226;230
-1;443400;-1;624850000;252780000;1252780.335;2624850.513;492898;215;226;230
-1;443500;-1;623702000;250748000;1250748.323;2623702.520;466562;215;226;230
-1;443600;-1;623588000;249232000;1249232.310;2623588.516;498621;215;226;230
-1;443602;-1;621233000;249044000;1249044.325;2621233.502;619449;215;226;230
-1;443700;-1;623279000;247658000;1247658.297;2623279.510;547182;215;226;230
-1;443800;-1;624920000;244375000;1244375.262;2624920.497;706765;216;227;230
-1;444100;-1;629462000;256215000;1256215.324;2629462.572;391930;215;226;230
-1;444200;-1;630113000;255271000;1255271.309;2630113.573;405791;215;226;230
-1;444300;-1;630376000;252743000;1252743.283;2630376.559;576805;215;226;230
-1;444400;-1;630986000;252869000;1252869.277;2630986.570;454471;215;226;230
-1;444500;-1;632213000;251719000;1251719.254;2632213.553;541590;215;226;230
-1;444600;-1;630635000;251111000;1251111.258;2630635.550;485899;215;226;230
-1;444700;-1;629980000;251334000;1251334.265;2629980.550;555312;215;226;230
-1;444800;-1;631542000;249488000;1249488.234;2631542.533;565435;216;227;230
-1;445000;-1;628047000;257210000;1257210.347;2628047.571;369202;215;226;230
-1;445100;-1;629165000;260661000;1260661.388;2629165.611;493622;215;226;230
-1;445200;-1;626201000;257445000;1257445.375;2626201.561;359230;215;226;230
-1;445300;-1;627594000;260208000;1260208.402;2627594.592;532646;215;226;230
-1;445500;-1;627758000;255721000;1255721.332;2627758.555;395589;215;226;230
-1;445600;-1;628146000;254075000;1254075.319;2628146.535;424800;215;226;230
-1;445700;-1;628007000;251224000;1251224.284;2628007.525;477165;215;226;230
-1;445800;-1;628720000;248255000;1248255.238;2628720.510;567820;216;227;230
-1;446000;-1;631274000;257203000;1257203.326;2631274.595;399262;215;226;230
-1;446100;-1;630075000;257079000;1257079.331;2630075.585;390086;215;226;230
-1;446200;-1;631080000;259378000;1259378.351;2631080.618;480786;215;226;230
-1;446300;-1;632142000;261778000;1261778.370;2632142.658;442045;215;226;230
-1;446400;-1;630678000;263844000;1263844.407;2630678.663;369803;215;226;230
-1;446500;-1;634165000;259878000;1259878.318;2634165.662;504932;215;226;230
-1;446600;-1;632856000;257800000;1257800.324;2632856.616;420998;215;226;230
-1;446700;-1;635884000;256911000;1256911.269;2635884.646;477295;215;226;230
-1;446800;-1;639832000;254567000;1254567.241;2639832.646;546454;216;227;230
-1;446900;-1;637810000;255729000;1255729.249;2637810.647;599090;215;226;230
-1;449200;-1;633592000;255519000;1255519.290;2633592.605;440583;215;226;230
-1;449300;-1;635416000;254549000;1254549.261;2635416.614;573771;215;226;230
-1;449400;-1;637469000;253686000;1253686.243;2637469.617;575885;215;226;230
-1;449500;-1;635278000;251923000;1251923.237;2635278.562;539444;215;226;230
-1;449600;-1;634730000;252804000;1252804.247;2634730.580;573811;215;226;230
-1;449700;-1;633551000;253657000;1253657.265;2633551.597;596203;215;226;230
-1;450000;-1;607074000;228655000;1228655.365;2607074.294;435063;216;227;230
-1;450100;-1;607866000;228148000;1228148.354;2607866.303;433945;216;227;230
-1;450200;-1;607089000;228565000;1228565.365;2607089.293;433853;216;227;230
-1;450300;-1;606299000;228702000;1228702.372;2606299.278;433437;216;227;230
-1;451200;-1;605091000;228994000;1228994.377;2605091.308;442457;216;227;230
-1;451300;-1;605733000;229853000;1229853.381;2605733.308;480596;216;227;230
-1;451400;-1;602447000;230443000;1230443.388;2602447.345;585631;216;227;230
-1;451500;-1;604807000;231029000;1231029.380;2604807.322;565743;216;227;230
-1;451501;-1;605043000;233354000;1233354.360;2605043.318;1246294;216;227;230
-1;452200;-1;606836000;231075000;1231075.368;2606836.303;525432;216;227;230
-1;452300;-1;610188000;233245000;1233245.341;2610188.369;534725;216;227;230
-1;452400;-1;610496000;234035000;1234035.337;2610496.368;614425;216;227;230
-1;452402;-1;607957000;234800000;1234800.343;2607957.318;1060047;216;227;230
-1;452403;-1;607636000;234859000;1234859.344;2607636.315;1057751;216;227;230
-1;452500;-1;608866000;233521000;1233521.346;2608866.345;689230;216;227;230
-1;452800;-1;609137000;228321000;1228321.341;2609137.329;432117;216;227;230
-1;453200;-1;608708000;229860000;1229860.353;2608708.338;448936;216;227;230
-1;453300;-1;609707000;231167000;1231167.348;2609707.369;474701;216;227;230
-1;453400;-1;612083000;231902000;1231902.309;2612083.388;461428;216;227;230
-1;453500;-1;611332000;232652000;1232652.316;2611332.388;490877;216;227;230
-1;453502;-1;611773000;233823000;1233823.306;2611773.392;641625;216;227;230
-1;453600;-1;613072000;232973000;1232973.285;2613072.404;464637;216;227;230
-1;453700;-1;615815000;233351000;1233351.284;2615815.426;457964;216;227;230
-1;453800;-1;617123000;234400000;1234400.276;2617123.444;478952;216;227;230
-1;453900;-1;615346000;234870000;1234870.289;2615346.440;644024;216;227;230
-1;453902;-1;613815000;235148000;1235148.283;2613815.419;824351;216;227;230
-1;454200;-1;611136000;229507000;1229507.333;2611136.373;429570;216;227;230
-1;454300;-1;613641000;229349000;1229349.312;2613641.389;429805;216;227;230
-1;455200;-1;611160000;227265000;1227265.326;2611160.350;438456;216;227;230
-1;455300;-1;613207000;227293000;1227293.326;2613207.374;439927;216;227;230
-1;455400;-1;615586000;226391000;1226391.303;2615586.409;475748;216;227;230
-1;455402;-1;615073000;225991000;1225991.305;2615073.398;477519;216;227;230
-1;455600;-1;616952000;225439000;1225439.288;2616952.420;490751;216;227;230
-1;455602;-1;617050000;226821000;1226821.280;2617050.421;481970;216;227;230
-1;455603;-1;617634000;224739000;1224739.276;2617634.415;474739;216;227;230
-1;455604;-1;618802000;223405000;1223405.259;2618802.405;560473;216;227;230
-1;455700;-1;613887000;225811000;1225811.314;2613887.375;453813;216;227;230
-1;455800;-1;614897000;223871000;1223871.300;2614897.361;492577;216;227;230
-1;455802;-1;614950000;223006000;1223006.294;2614950.344;479349;216;227;230
-1;455803;-1;616021000;222719000;1222719.272;2616021.358;474588;216;227;230
-1;456200;-1;609171000;225781000;1225781.334;2609171.326;451091;216;227;230
-1;456300;-1;610267000;224399000;1224399.330;2610267.315;451406;216;227;230
-1;456400;-1;611082000;223352000;1223352.326;2611082.307;459291;216;227;230
-1;456401;-1;610437000;223002000;1223002.326;2610437.304;460196;216;227;230
-1;456500;-1;611801000;223389000;1223389.322;2611801.305;458686;216;227;230
-1;456600;-1;612017000;225085000;1225085.324;2612017.333;451295;216;227;230
-1;456602;-1;612838000;224280000;1224280.319;2612838.335;465821;216;227;230
-1;456603;-1;612619000;225341000;1225341.323;2612619.347;449145;216;227;230
-1;457101;-1;605659000;223535000;1223535.355;2605659.322;474722;216;227;230
-1;457102;-1;604495000;222966000;1222966.357;2604495.308;479787;216;227;230
-1;457300;-1;606761000;224369000;1224369.350;2606761.328;493832;216;227;230
-1;457400;-1;604222000;226152000;1226152.384;2604222.276;461311;216;227;230
-1;457401;-1;604795000;226710000;1226710.375;2604795.263;436479;216;227;230
-1;457600;-1;603090000;221603000;1221603.346;2603090.304;563263;216;227;230
-1;457700;-1;602090000;221138000;1221138.352;2602090.310;588326;216;227;230
-1;457800;-1;601297000;221722000;1221722.369;2601297.317;518750;216;227;230
-1;457900;-1;599702000;220696000;1220696.373;2599702.327;542006;216;227;230
-1;458100;-1;605883000;222133000;1222133.347;2605883.315;479307;216;227;230
-1;458200;-1;604529000;221273000;1221273.342;2604529.311;543085;216;227;230
-1;458300;-1;602721000;220351000;1220351.334;2602721.302;570088;216;227;230
-1;458302;-1;602037000;219344000;1219344.336;2602037.301;608861;216;227;230
-1;458402;-1;600027000;218779000;1218779.366;2600027.295;576349;216;227;230
-1;458403;-1;600771000;219692000;1219692.357;2600771.306;598483;216;227;230
-1;458500;-1;598376000;218179000;1218179.324;2598376.267;583137;216;227;230
-1;458600;-1;605508000;221170000;1221170.332;2605508.309;508121;216;227;230
-1;458700;-1;605022000;220147000;1220147.318;2605022.304;482091;216;227;230
-1;458800;-1;603382000;218753000;1218753.322;2603382.310;478638;216;227;230
-1;458801;-1;604051000;218961000;1218961.314;2604051.305;485082;216;227;230
-1;458802;-1;601856000;218177000;1218177.299;2601856.276;477803;216;227;230
-1;460000;-1;635600000;244356000;1244356.201;2635600.564;398974;216;227;230
-1;460100;-1;635393000;244432000;1244432.203;2635393.560;392673;216;227;230
-1;461200;-1;632629000;243548000;1243548.222;2632629.522;414510;216;227;230
-1;461300;-1;631580000;243415000;1243415.230;2631580.511;435388;216;227;230
-1;461400;-1;630477000;242478000;1242478.242;2630477.494;434413;216;227;230
-1;461500;-1;628527000;244639000;1244639.228;2628527.500;860287;216;227;230
-1;461600;-1;630743000;241505000;1241505.255;2630743.489;424598;216;227;230
-1;461700;-1;629670000;240708000;1240708.281;2629670.491;430588;216;227;230
-1;461800;-1;631399000;239562000;1239562.238;2631399.497;416324;216;227;230
-1;462200;-1;627096000;241110000;1241110.268;2627096.498;434899;216;227;230
-1;462300;-1;626997000;238975000;1238975.303;2626997.508;437127;216;227;230
-1;462400;-1;628526000;239873000;1239873.275;2628526.490;431407;216;227;230
-1;462500;-1;624866000;239837000;1239837.266;2624866.510;449648;216;227;230
-1;462600;-1;625358000;238621000;1238621.297;2625358.515;440991;216;227;230
-1;462800;-1;627053000;235385000;1235385.270;2627053.478;424388;216;227;230
-1;462900;-1;629818000;236068000;1236068.212;2629818.470;424794;216;227;230
-1;463200;-1;635139000;245986000;1245986.205;2635139.551;405682;216;227;230
-1;463300;-1;632266000;247352000;1247352.214;2632266.520;680123;216;227;230
-1;463400;-1;633778000;249298000;1249298.223;2633778.521;706511;216;227;230
-1;465200;-1;637217000;246174000;1246174.199;2637217.583;405807;216;227;230
-1;465300;-1;638748000;245734000;1245734.187;2638748.606;385978;216;227;230
-1;465400;-1;638169000;248401000;1248401.212;2638169.601;460819;216;227;230
-1;465500;-1;640136000;249075000;1249075.212;2640136.638;466039;216;227;230
-1;465502;-1;638913000;251129000;1251129.223;2638913.619;580733;216;227;230
-1;465600;-1;636893000;244600000;1244600.193;2636893.581;421772;216;227;230
-1;465700;-1;638055000;244772000;1244772.185;2638055.597;394694;216;227;230
-1;465800;-1;640977000;245085000;1245085.166;2640977.638;383320;216;227;230
-1;466300;-1;635102000;241561000;1241561.202;2635102.561;408603;216;227;230
-1;466500;-1;637199000;239801000;1239801.157;2637199.572;424790;216;227;230
-1;466501;-1;636554000;240669000;1240669.173;2636554.571;420701;216;227;230
-1;466502;-1;638215000;239358000;1239358.148;2638215.582;434047;216;227;230
-1;470200;-1;620834000;237495000;1237495.281;2620834.454;460118;216;227;230
-1;470300;-1;623826000;236678000;1236678.276;2623826.480;456776;216;227;230
-1;470400;-1;619261000;235538000;1235538.272;2619261.460;469271;216;227;230
-1;470402;-1;616815000;235920000;1235920.279;2616815.457;677124;216;227;230
-1;471000;-1;619382000;240419000;1240419.289;2619382.485;490886;216;227;230
-1;471200;-1;616422000;240257000;1240257.296;2616422.460;499164;216;227;230
-1;471300;-1;614478000;239512000;1239512.314;2614478.426;504125;216;227;230
-1;471400;-1;612933000;239339000;1239339.321;2612933.410;532374;216;227;230
-1;471500;-1;611595000;238301000;1238301.321;2611595.394;524213;216;227;230
-1;471600;-1;606619000;236595000;1236595.362;2606619.346;680436;216;227;230
-1;471601;-1;602893000;235002000;1235002.376;2602893.359;792585;216;227;230
-1;471700;-1;619921000;243564000;1243564.297;2619921.502;568192;216;227;230
-1;471800;-1;623755000;242488000;1242488.269;2623755.505;653811;216;227;230
-1;471900;-1;616195000;243963000;1243963.315;2616195.486;651066;216;227;230
-1;480000;-1;638260000;237316000;1237316.160;2638260.560;431420;216;227;230
-1;480200;-1;637031000;236765000;1236765.164;2637031.553;429815;216;227;230
-1;480300;-1;634923000;236058000;1236058.178;2634923.543;429422;216;227;230
-1;480500;-1;638274000;234935000;1234935.162;2638274.545;447233;216;227;230
-1;480600;-1;639779000;234990000;1234990.165;2639779.562;446596;216;227;230
-1;481200;-1;640595000;239188000;1239188.150;2640595.618;503815;216;227;230
-1;481300;-1;644099000;239342000;1239342.127;2644099.663;475061;216;227;230
-1;481400;-1;642909000;237406000;1237406.134;2642909.637;494260;216;227;230
-1;485200;-1;633956000;239373000;1239373.207;2633956.539;412217;216;227;230
-1;485300;-1;630238000;235558000;1235558.220;2630238.472;411046;216;227;230
-1;485302;-1;631298000;236070000;1236070.211;2631298.487;459714;216;227;230
-1;485600;-1;630476000;234328000;1234328.231;2630476.481;457623;216;227;230
-1;490000;-1;626313000;229348000;1229348.219;2626313.488;474363;216;227;230
-1;490100;-1;626248000;229547000;1229547.219;2626248.493;472442;216;227;230
-1;491100;-1;624783000;233537000;1233537.248;2624783.484;430549;216;227;230
-1;491200;-1;625265000;232090000;1232090.231;2625265.489;472989;216;227;230
-1;491300;-1;622614000;232273000;1232273.240;2622614.468;452675;216;227;230
-1;491400;-1;628902000;232365000;1232365.262;2628902.463;451319;216;227;230
-1;491500;-1;630525000;230771000;1230771.224;2630525.510;457052;216;227;230
-1;491600;-1;630584000;228678000;1228678.192;2630584.502;496270;216;227;230
-1;491700;-1;631286000;225863000;1225863.166;2631286.505;529551;216;227;230
-1;491702;-1;629814000;226229000;1226229.172;2629814.478;566097;216;227;230
-1;491900;-1;630599000;223628000;1223628.152;2630599.493;647316;216;227;230
-1;492200;-1;623313000;229378000;1229378.217;2623313.475;474167;216;227;230
-1;492202;-1;623863000;227900000;1227900.223;2623863.462;508817;216;227;230
-1;492300;-1;628724000;234090000;1234090.264;2628724.457;445528;216;227;230
-1;492400;-1;629085000;227767000;1227767.189;2629085.477;541974;216;227;230
-1;493200;-1;626609000;226815000;1226815.185;2626609.445;499303;216;227;230
-1;493202;-1;627062000;225544000;1225544.184;2627062.469;523291;216;227;230
-1;493300;-1;625448000;224858000;1224858.198;2625448.464;548618;216;227;230
-1;493400;-1;627379000;223789000;1223789.168;2627379.470;540393;216;227;230
-1;493500;-1;625085000;222296000;1222296.168;2625085.469;587809;216;227;230
-1;493600;-1;626620000;221594000;1221594.148;2626620.456;558239;216;227;230
-1;493700;-1;625252000;220584000;1220584.153;2625252.452;585191;216;227;230
-1;493800;-1;628611000;220567000;1220567.138;2628611.468;585776;216;227;230
-1;493802;-1;627560000;218513000;1218513.130;2627560.458;662372;216;227;230
-1;494200;-1;625709000;217721000;1217721.153;2625709.437;682205;216;227;230
-1;494300;-1;623573000;217968000;1217968.179;2623573.432;676907;216;227;230
-1;494400;-1;629917000;220414000;1220414.135;2629917.477;655705;216;227;230
-1;495000;-1;630931000;218172000;1218172.120;2630931.457;643087;216;227;230
-1;495200;-1;631448000;214144000;1214144.081;2631448.479;751118;219;228;231
-1;495300;-1;629299000;216910000;1216910.123;2629299.458;651668;216;227;230
-1;495400;-1;629399000;214192000;1214192.097;2629399.459;749233;219;228;231
-1;495500;-1;632908000;221386000;1221386.145;2632908.521;644910;216;227;230
-1;500000;-1;646030000;249100000;1249100.160;2646030.725;383721;216;227;230
-1;500100;-1;646206000;249217000;1249217.160;2646206.727;382674;216;227;230
-1;500400;-1;646955000;250188000;1250188.159;2646955.739;362725;216;227;230
-1;501200;-1;642770000;247051000;1247051.171;2642770.673;379463;216;227;230
-1;501203;-1;644292000;248235000;1248235.168;2644292.700;378991;216;227;230
-1;501204;-1;644199000;247422000;1247422.163;2644199.698;461529;216;227;230
-1;501300;-1;641668000;246880000;1246880.180;2641668.655;378886;216;227;230
-1;501400;-1;642100000;245540000;1245540.161;2642100.657;396416;216;227;230
-1;501500;-1;642790000;249877000;1249877.189;2642790.684;404828;216;227;230
-1;501700;-1;640237000;252436000;1252436.205;2640237.701;767622;216;227;230
-1;501800;-1;643335000;250303000;1250303.184;2643335.695;440470;216;227;230
-1;502200;-1;645716000;250431000;1250431.168;2645716.725;397235;216;227;230
-1;502300;-1;648335000;251648000;1251648.157;2648335.760;382334;216;227;230
-1;502400;-1;645934000;251882000;1251882.171;2645934.733;416733;216;227;230
-1;502500;-1;646151000;254912000;1254912.188;2646151.723;570647;215;226;230
-1;502600;-1;646451000;256176000;1256176.200;2646451.722;503460;215;226;230
-1;502700;-1;646160000;258221000;1258221.217;2646160.746;416771;215;226;230
-1;502800;-1;646010000;259388000;1259388.223;2646010.759;399850;215;226;230
-1;503200;-1;648294000;250186000;1250186.153;2648294.752;375886;216;227;230
-1;503300;-1;648199000;249012000;1249012.149;2648199.744;379851;216;227;230
-1;503400;-1;648051000;247548000;1247548.135;2648051.750;398544;216;227;230
-1;503500;-1;645687000;246442000;1246442.142;2645687.731;416257;216;227;230
-1;503600;-1;645784000;245292000;1245292.136;2645784.733;413406;216;227;230
-1;503700;-1;646483000;243004000;1243004.115;2646483.715;429891;216;227;230
-1;504000;-1;646370000;239852000;1239852.113;2646370.684;459639;216;227;230
-1;504200;-1;646558000;241181000;1241181.113;2646558.691;444454;216;227;230
-1;504300;-1;645496000;241317000;1241317.119;2645496.688;443312;216;227;230
-1;504400;-1;649140000;237966000;1237966.097;2649140.700;499081;216;227;230
-1;504600;-1;650996000;234600000;1234600.085;2650996.732;608420;216;227;230
-1;504601;-1;650570000;235730000;1235730.089;2650570.737;572770;216;227;230
-1;504602;-1;651004000;234464000;1234464.085;2651004.731;619142;216;227;230
-1;505300;-1;645958000;237108000;1237108.113;2645958.665;469738;216;227;230
-1;505302;-1;645346000;237938000;1237938.117;2645346.665;478317;216;227;230
-1;505400;-1;647417000;235672000;1235672.096;2647417.683;515108;216;227;230
-1;505401;-1;647417000;236318000;1236318.100;2647417.680;508163;216;227;230
-1;505402;-1;647291000;235600000;1235600.096;2647291.681;510286;216;227;230
-1;505600;-1;645753000;234564000;1234564.103;2645753.662;496166;216;227;230
-1;505700;-1;645831000;233627000;1233627.097;2645831.666;511755;216;227;230
-1;505800;-1;643747000;235334000;1235334.125;2643747.631;601140;216;227;230
-1;506200;-1;642829000;255528000;1255528.226;2642829.710;473031;215;226;230
-1;506300;-1;642203000;256907000;1256907.252;2642203.708;438085;215;226;230
-1;506400;-1;640598000;259048000;1259048.285;2640598.710;404791;215;226;230
-1;507000;-1;643914000;261944000;1261944.271;2643914.738;346898;215;226;230
-1;507200;-1;643495000;263322000;1263322.297;2643495.730;333751;215;226;230
-1;507300;-1;642520000;260909000;1260909.291;2642520.722;369650;215;226;230
-1;507400;-1;641309000;264968000;1264968.322;2641309.735;325887;215;226;230
-1;507500;-1;647010000;261255000;1261255.234;2647010.789;381740;215;226;230
-1;507600;-1;648658000;260712000;1260712.220;2648658.800;407797;215;226;230
